Record Id,Commissary Item,Item Type,ID,Available,Category,Inventory Unit Of Measure,Selling Unit Of Measure,Order Guides,Cost,Markup,Selling Price,Source Item,Sales Account,Taxable
464,PREP Granola,Recipe,,TRUE,Prepped Food,Quart,Pack (4 QT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,10.2766,50,15.41,PREP Granola,4106 - Comm Prepped Food Sales,FALSE
397,PREP Green Chili,Recipe,,TRUE,Prepped Food,Each,Gallon,PREP CATALOG (LF) ***11AM CUTOFF FOR NEXT DAY DELIVERY***,18.5312,50,27.8,PREP Green Chili,4106 - Comm Prepped Food Sales,FALSE
347,PREP Green Goddess Dressing,Recipe,,TRUE,Prepped Food,Quart,Gallon,PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***,42.4313,50,63.65,PREP Green Goddess Dressing,4106 - Comm Prepped Food Sales,FALSE
401,PREP Hummus,Recipe,,TRUE,Prepped Food,Quart,Pint,PREP CATALOG (LF) ***11AM CUTOFF FOR NEXT DAY DELIVERY***,2.314,50,3.47,PREP Hummus,4106 - Comm Prepped Food Sales,FALSE
340,PREP Matzo Ball Soup,Recipe,,TRUE,Prepped Food,Quart,Gallon,"PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***, PREP CATALOG (LF) ***11AM CUTOFF FOR NEXT DAY DELIVERY***",5.0458,50,7.57,PREP Matzo Ball Soup,4106 - Comm Prepped Food Sales,FALSE
428,PREP Matzo Balls,Recipe,,TRUE,Prepped Food,Each,Pack (12 CT),"PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***, PREP CATALOG (LF) ***11AM CUTOFF FOR NEXT DAY DELIVERY***",4.5241,50,6.79,PREP Matzo Balls,4106 - Comm Prepped Food Sales,FALSE
400,PREP Olive Tapenade,Recipe,,TRUE,Prepped Food,Gallon,Quart,PREP CATALOG (LF) ***11AM CUTOFF FOR NEXT DAY DELIVERY***,6.1332,50,9.2,PREP Olive Tapenade,4106 - Comm Prepped Food Sales,FALSE
440,PREP Overnight Oats,Recipe,,TRUE,Prepped Food,Quart,Pack (4 QT),PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***,15.6651,50,23.5,PREP Overnight Oats,4106 - Comm Prepped Food Sales,FALSE
94,PREP Pasta Salad Mediterranean,Recipe,,TRUE,Prepped Food,Quart,Half Gallon,,3.8197,50,5.73,PREP Pasta Salad Mediterranean,4106 - Comm Prepped Food Sales,FALSE
398,PREP Pasta Salad Pesto,Recipe,,TRUE,Prepped Food,LB,Half Gallon,,1.9136,50,2.87,PREP Pasta Salad Pesto,4106 - Comm Prepped Food Sales,FALSE
357,PREP Peanut Sauce,Recipe,,TRUE,Prepped Food,Cup,Gallon,PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***,9.8027,50,14.7,PREP Peanut Sauce,4106 - Comm Prepped Food Sales,FALSE
349,PREP Pickled Beets,Recipe,,TRUE,Prepped Food,LB,Gallon,PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***,18.1639,50,27.25,PREP Pickled Beets,4106 - Comm Prepped Food Sales,FALSE
350,PREP Pickled Cabbage,Recipe,,TRUE,Prepped Food,Quart,Gallon,PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***,4.8337,50,7.25,PREP Pickled Cabbage,4106 - Comm Prepped Food Sales,FALSE
352,PREP Pickled Fennel,Recipe,,TRUE,Prepped Food,LB,Gallon,PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***,36.7476,50,55.12,PREP Pickled Fennel,4106 - Comm Prepped Food Sales,FALSE
353,PREP Pickled Jalapenos,Recipe,,TRUE,Prepped Food,Quart,Gallon,PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***,7.6185,50,11.43,PREP Pickled Jalapenos,4106 - Comm Prepped Food Sales,FALSE
348,PREP Pickled Onion,Recipe,,TRUE,Prepped Food,LB,Gallon,"PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***, PREP CATALOG (LF) ***11AM CUTOFF FOR NEXT DAY DELIVERY***",11.6477,50,17.47,PREP Pickled Onion,4106 - Comm Prepped Food Sales,FALSE
351,PREP Pickled Turnips,Recipe,,TRUE,Prepped Food,Quart,Gallon,PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***,5.9321,50,8.9,PREP Pickled Turnips,4106 - Comm Prepped Food Sales,FALSE
354,PREP Pickled Vegetables,Recipe,,TRUE,Prepped Food,Quart,Gallon,PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***,4.9922,50,7.49,PREP Pickled Vegetables,4106 - Comm Prepped Food Sales,FALSE
342,PREP Red Pepper Aioli,Recipe,,TRUE,Prepped Food,Gallon,Gallon,PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***,14.5506,50,21.83,PREP Red Pepper Aioli,4106 - Comm Prepped Food Sales,FALSE
345,PREP Russian Dressing,Recipe,,TRUE,Prepped Food,Gallon,Gallon,PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***,9.2929,50,13.94,PREP Russian Dressing,4106 - Comm Prepped Food Sales,FALSE
107,PREP Sesame Vinaigrette,Recipe,,FALSE,Prepped Food,Gallon,Gallon,,13.7422,50,20.61,PREP Sesame Vinaigrette,4100 - Food Sales,FALSE
103,PREP Shakshuka,Recipe,,FALSE,Prepped Food,Gallon,Gallon,PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***,13.4759,50,20.21,PREP Shakshuka,4100 - Food Sales,FALSE
358,PREP Soup Roasted Tomato (Vegan),Recipe,,TRUE,Prepped Food,Quart,Gallon,PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***,9.3971,50,14.1,PREP Soup Roasted Tomato (Vegan),4106 - Comm Prepped Food Sales,FALSE
346,PREP Sumac Vinaigrette,Recipe,,TRUE,Prepped Food,Quart,Gallon,PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***,12.5142,50,18.77,PREP Sumac Vinaigrette,4106 - Comm Prepped Food Sales,FALSE
343,PREP Tarragon Aioli,Recipe,,TRUE,Prepped Food,Gallon,Gallon,PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***,30.6261,50,45.94,PREP Tarragon Aioli,4106 - Comm Prepped Food Sales,FALSE
106,PREP Tarragon Vinaigrette,Recipe,,TRUE,Prepped Food,Gallon,Gallon,PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***,14.2713,50,21.41,PREP Tarragon Vinaigrette,4106 - Comm Prepped Food Sales,FALSE
93,PREP Zaatar Sauce,Recipe,,FALSE,,Quart,Quart,,4.004,50,6.01,PREP Zaatar Sauce,4100 - Food Sales,FALSE
394,Retail Little Finch Mug,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,5,5,Retail Little Finch Mug,4202 - Retail Merchandise Sales,FALSE
392,Retail Olive & Finch Canvas Brunch Bag,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,5,5,Retail Olive & Finch Canvas Brunch Bag,4202 - Retail Merchandise Sales,FALSE
393,Retail Olive & Finch Mug,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,5,5,Retail Olive & Finch Mug,4202 - Retail Merchandise Sales,FALSE
371,UNIFORM Apron,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,30,30,UNIFORM Apron,4202 - Retail Merchandise Sales,FALSE
395,UNIFORM Bandana,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,4,4,UNIFORM Bandana,4202 - Retail Merchandise Sales,FALSE
396,UNIFORM Baseball Hat,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,10,10,UNIFORM Baseball Hat,4202 - Retail Merchandise Sales,FALSE
372,UNIFORM Cook Shirt 2XL,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,23,23,UNIFORM Cook Shirt 2XL,4202 - Retail Merchandise Sales,FALSE
374,UNIFORM Cook Shirt L,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,23,23,UNIFORM Cook Shirt L,4202 - Retail Merchandise Sales,FALSE
375,UNIFORM Cook Shirt M,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,23,23,UNIFORM Cook Shirt M,4202 - Retail Merchandise Sales,FALSE
376,UNIFORM Cook Shirt S,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,23,23,UNIFORM Cook Shirt S,4202 - Retail Merchandise Sales,FALSE
373,UNIFORM Cook Shirt XL,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,23,23,UNIFORM Cook Shirt XL,4202 - Retail Merchandise Sales,FALSE
377,UNIFORM Polo 2XL,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,15,15,UNIFORM Polo 2XL,4202 - Retail Merchandise Sales,FALSE
379,UNIFORM Polo L,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,15,15,UNIFORM Polo L,4202 - Retail Merchandise Sales,FALSE
380,UNIFORM Polo M,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,15,15,UNIFORM Polo M,4202 - Retail Merchandise Sales,FALSE
381,UNIFORM Polo S,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,15,15,UNIFORM Polo S,4202 - Retail Merchandise Sales,FALSE
378,UNIFORM Polo XL,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,15,15,UNIFORM Polo XL,4202 - Retail Merchandise Sales,FALSE
387,UNIFORM SS Mens 2XL,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,7,7,UNIFORM SS Mens 2XL,4202 - Retail Merchandise Sales,FALSE
389,UNIFORM SS Mens L,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,7,7,UNIFORM SS Mens L,4202 - Retail Merchandise Sales,FALSE
390,UNIFORM SS Mens M,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,7,7,UNIFORM SS Mens M,4202 - Retail Merchandise Sales,FALSE
391,UNIFORM SS Mens S,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,7,7,UNIFORM SS Mens S,4202 - Retail Merchandise Sales,FALSE
388,UNIFORM SS Mens XL,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,7,7,UNIFORM SS Mens XL,4202 - Retail Merchandise Sales,FALSE
382,UNIFORM SS Womens 2XL,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,7,7,UNIFORM SS Womens 2XL,4202 - Retail Merchandise Sales,FALSE
384,UNIFORM SS Womens L,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,7,7,UNIFORM SS Womens L,4202 - Retail Merchandise Sales,FALSE
385,UNIFORM SS Womens M,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,7,7,UNIFORM SS Womens M,4202 - Retail Merchandise Sales,FALSE
386,UNIFORM SS Womens S,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,7,7,UNIFORM SS Womens S,4202 - Retail Merchandise Sales,FALSE
383,UNIFORM SS Womens XL,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,7,7,UNIFORM SS Womens XL,4202 - Retail Merchandise Sales,FALSE
121,Z - Cake - Chocolate Fudge,Purchase,,TRUE,Pastry,Pack (8 CT),Pack (8 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,36,0,36,Z - Cake - Chocolate Fudge,4108 - Bakeshop Pastry Sales,FALSE
120,Z - Cake - Limoncello,Purchase,,TRUE,Pastry,Case - 6/CT,Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,31.05,31.05,31.05,Z - Cake - Limoncello,4108 - Bakeshop Pastry Sales,FALSE
331,Z - Cake - Mocha Milk,Purchase,,TRUE,Pastry,Pack (12 CT),Pack (12 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,48,0,48,Z - Cake - Mocha Milk,4108 - Bakeshop Pastry Sales,FALSE
179,Z - Cake Jars - Mary's Banana Pudding (6),Purchase,,TRUE,Pastry,Pack (6 CT),Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,24,0,24,Z - Cake Jars - Mary's Banana Pudding (6),4108 - Bakeshop Pastry Sales,FALSE
178,Z - Cake Jars - Vegan Chocolate Raspberry (6),Purchase,,TRUE,Pastry,Pack (6 CT),Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,24,0,24,Z - Cake Jars - Vegan Chocolate Raspberry (6),4108 - Bakeshop Pastry Sales,FALSE
195,Z - Croissant - Chocolate Croissant (3),Purchase,,TRUE,Pastry,Pack (3 CT),Pack (3 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,9,0,9,Z - Croissant - Chocolate Croissant (3),4108 - Bakeshop Pastry Sales,FALSE
580,Z - Cupcakes - Seasonal (6),Purchase,,TRUE,Pastry,Pack (6 CT),Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,16,0,16,Z - Cupcakes - Seasonal (6),4100 - Food Sales,FALSE
122,Z - Eclaire Dulce de Leche,Purchase,,TRUE,Pastry,Pack (6 CT),Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,27.75,0,27.75,Z - Eclaire Dulce de Leche,4108 - Bakeshop Pastry Sales,FALSE
127,Z - Lemon Meringue Tart,Purchase,,TRUE,Pastry,Pack (6 CT),Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,18.98,0,18.98,Z - Lemon Meringue Tart,4108 - Bakeshop Pastry Sales,FALSE
334,Z - Pastry - Hazelnut Mousse,Purchase,,TRUE,Pastry,Pack (8 CT),Pack (8 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,36,0,36,Z - Pastry - Hazelnut Mousse,4100 - Food Sales,FALSE
205,Z - Roasted Tomatoes (12),Purchase,,TRUE,Prepped Food,Pack (12 CT),Pack (12 CT),PREP CATALOG (LF) ***11AM CUTOFF FOR NEXT DAY DELIVERY***,12,0,12,Z - Roasted Tomatoes (12),4106 - Comm Prepped Food Sales,FALSE
330,Z - Savory Hand Pie - Buffalo Chicken (6),Purchase,,TRUE,Pastry,Each,Case - 6/CT,PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,22.5,0,22.5,Z - Savory Hand Pie - Buffalo Chicken (6),4101 - Pastry Sales,FALSE
151,Z - Tart - Pear Almond (6),Purchase,,TRUE,Pastry,Pack (6 CT),Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,18,0,18,Z - Tart - Pear Almond (6),4108 - Bakeshop Pastry Sales,FALSE
337,Z - Twinkie - White Chocolate Dipped (6),Purchase,,TRUE,Pastry,Each,Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,15.75,0,15.75,Z - Twinkie - White Chocolate Dipped (6),4100 - Food Sales,FALSE
